date,open,high,low,close,volume
2024-02-01,15.434259,17.3893719,15.1370857,17.1796061,1233243.7800000021
2024-02-02,17.2013337,18.871104,17.1391812,17.827961,1400749.669999997
2024-02-03,17.8251369,18.1425325,17.5082797,17.6506256,463496.94999999966
2024-02-04,17.6478671,18.696649,17.5369176,18.1511037,588200.05
2024-02-05,18.1525217,19.7644503,17.8042426,19.1410532,1214504.930000003
2024-02-06,19.1446291,19.3121772,18.2336268,18.2845508,752045.6100000001
2024-02-07,18.2693502,19.0785744,18.0546754,18.8169623,637934.540000001
2024-02-08,18.8303958,19.7625271,17.9940055,18.2255779,559274.44
2024-02-09,18.2339099,18.6244597,17.995424,18.4732133,429095.1800000004
2024-02-10,18.5000309,19.3026756,18.0125952,19.0914175,308643.94000000024
2024-02-11,19.1031419,20.690082,18.8579926,20.1506557,809627.1200000002
2024-02-12,20.1554482,20.8564532,19.78254,20.4763758,647757.5499999997
2024-02-13,20.4774563,20.5931001,19.5516744,19.8878271,355186.37999999983
2024-02-14,19.8654178,20.4668419,19.7327373,20.2600226,315245.9799999997
2024-02-15,20.2586739,20.5238198,19.6647959,19.9459673,351618.10000000044
2024-02-16,19.9437165,20.3143865,19.1568036,19.5693477,195060.75999999957
2024-02-17,19.5805682,20.2661841,19.2324454,20.0415556,213065.40999999977
2024-02-18,20.0502996,20.3850356,19.7735329,20.1107818,141186.83999999994
2024-02-19,20.1166267,20.2500575,19.6547257,19.8277338,238212.31999999986
2024-02-20,19.8230497,19.8721602,18.5221262,19.2766002,248304.6099999999
2024-02-21,19.2818552,19.2818552,17.9973627,18.6004387,273922.54999999976
2024-02-22,18.5849447,19.0160504,18.0402556,18.1044786,228905.31999999998
2024-02-23,18.1028826,18.2721361,17.5909937,17.9270108,207020.57999999987
2024-02-24,17.9377106,18.5865268,17.7561506,18.5217244,116070.24000000015
2024-02-25,18.5392964,18.8544414,18.370413,18.7246129,100507.32999999991
2024-02-26,18.7275596,19.2938758,18.140012,19.1009251,274306.39999999973
2024-02-27,19.1043812,19.4077077,18.6878984,19.0275657,313106.38000000006
2024-02-28,19.0187096,20.8480492,18.0904879,19.4477453,872488.1699999992
2024-02-29,19.4266706,20.4519705,18.8069988,19.2856335,431149.0700000001
