date,open,high,low,close,volume
2023-06-01,6.4800379,6.511059,6.3240455,6.3469275,289958.87999999983
2023-06-02,6.3484275,6.4804619,6.3088645,6.4533257,182810.06999999983
2023-06-03,6.4559206,6.4606739,6.3685126,6.421865,155988.38999999978
2023-06-04,6.4245226,6.5475036,6.3999051,6.4555096,276443.56
2023-06-05,6.4526774,6.4913625,5.9648065,6.05752,382622.22999999934
2023-06-06,6.0585891,6.3152195,6.0117264,6.2620576,385088.50999999966
2023-06-07,6.2610848,6.2796213,5.8299071,5.9197013,220826.61999999988
2023-06-08,5.9171881,6.0390522,5.8858989,5.994535,149246.6500000001
2023-06-09,5.9992922,6.0829815,5.9257583,5.9916376,130732.48000000007
2023-06-10,5.99399,6.0054032,4.7723658,5.2364029,1470621.1999999997
2023-06-11,5.2291598,5.2549763,5.0981281,5.18022,259381.57000000036
2023-06-12,5.1788635,5.1960213,5.0196775,5.1630299,214160.49999999985
2023-06-13,5.1608894,5.396708,5.1112072,5.2984016,350926.46000000025
2023-06-14,5.3014737,5.5077783,5.1631066,5.2474426,575044.6400000002
2023-06-15,5.2453181,5.4213876,5.1566602,5.3085679,392449.91
2023-06-16,5.3059557,5.3910896,5.1536663,5.319771,296703.22000000044
2023-06-17,5.3256543,5.3912605,5.2196571,5.2826864,230219.0699999996
2023-06-18,5.282533,5.30738,5.1028834,5.1578204,219791.23000000036
2023-06-19,5.1549519,5.1830273,5.000803,5.1353433,198412.18000000005
2023-06-20,5.1308902,5.2829338,5.002474,5.2699016,327355.3099999994
2023-06-21,5.2675014,5.5875044,5.2478358,5.5595133,307793.7800000004
2023-06-22,5.5598487,5.8187133,5.5156107,5.5611359,426588.0800000001
2023-06-23,5.55754,6.1580525,5.55754,6.0736132,630402.2799999997
2023-06-24,6.071471,6.1994936,5.927571,6.1402264,312679.89999999997
2023-06-25,6.140956,6.3755467,6.069109,6.1576919,338157.73999999993
2023-06-26,6.1574919,6.2639593,6.0089669,6.0577253,333183.51000000036
2023-06-27,6.0587679,6.2566267,6.049458,6.1993194,289762.14999999956
2023-06-28,6.2035776,6.2079275,5.7239428,5.8090775,404597.0299999996
2023-06-29,5.8189447,6.1857855,5.7836633,5.8896141,370538.7500000002
2023-06-30,5.8924039,6.450726,5.7679657,6.3119275,974844.3400000017
