date,open,high,low,close,volume
2023-02-01,6.9535664,7.2743444,6.6831322,7.2185017,500136.1600000003
2023-02-02,7.2161744,7.4876042,7.0540612,7.0992794,422380.6900000013
2023-02-03,7.1153655,7.339509,7.0179323,7.2963584,357030.86999999994
2023-02-04,7.2934979,7.3623486,7.1297415,7.2429822,326030.2500000008
2023-02-05,7.2393704,7.2521777,6.8717429,6.9844353,452148.7199999997
2023-02-06,6.9889235,7.0561172,6.7746068,6.8269746,432244.74000000005
2023-02-07,6.8235857,7.214127,6.8167599,7.1975927,393022.8199999993
2023-02-08,7.2042011,7.3153551,6.9674065,7.1379509,584722.7499999988
2023-02-09,7.1429337,7.8359643,6.8330142,6.9839991,2412945.270000002
2023-02-10,6.9835634,7.1185936,6.7990987,6.8929588,906968.1799999998
2023-02-11,6.8899608,7.0361069,6.8572035,7.0033467,363655.5699999999
2023-02-12,7.0002764,7.0836549,6.6871536,6.8128324,321037.0800000002
2023-02-13,6.8107913,6.8447824,6.43354,6.6763671,590998.9500000003
2023-02-14,6.6741085,6.8287434,6.5393324,6.8099018,350662.16999999963
2023-02-15,6.8081941,7.3123187,6.7297366,7.2822114,487679.0799999997
2023-02-16,7.2887242,7.4920385,7.0089153,7.0112673,718700.2199999999
2023-02-17,7.0012559,7.7108411,6.9618057,7.6537044,836352.2800000019
2023-02-18,7.6504783,8.2599398,7.5023916,7.9877271,1414329.539999999
2023-02-19,7.98807,8.289279,7.842696,8.0152083,1111863.5799999991
2023-02-20,8.0196864,8.3983844,7.7468794,8.0113322,836954.0000000001
2023-02-21,8.0184811,8.075869,7.5204869,7.6403938,611473.2799999993
2023-02-22,7.6373022,7.8888991,7.3059055,7.7179249,734783.8400000003
2023-02-23,7.7197502,8.1987638,7.6772831,7.9395618,988357.979999999
2023-02-24,7.9363738,8.1459951,7.226374,7.467341,892721.270000001
2023-02-25,7.4653092,7.4915885,7.1753779,7.3802798,486893.92000000033
2023-02-26,7.3717548,7.5527592,7.2933349,7.4941115,264384.38999999996
2023-02-27,7.4972693,7.5071715,7.1349071,7.2796773,475983.92999999993
2023-02-28,7.2718613,7.4237447,7.0988298,7.1913502,531219.7900000003
