date,open,high,low,close,volume
2023-09-01,5.8756365,6.0336427,5.8143129,5.9397746,340217.29000000027
2023-09-02,5.9408474,5.9976551,5.8919273,5.9698497,141002.82
2023-09-03,5.9736508,6.0623029,5.9492033,6.0253462,186034.36000000007
2023-09-04,6.0286907,6.1646387,5.9488961,6.012572,249245.76000000007
2023-09-05,6.0105631,6.1529566,5.9117289,6.1371251,274020.6700000005
2023-09-06,6.1371775,6.3283844,6.1066449,6.3036139,347061.6100000003
2023-09-07,6.2988359,6.4675847,6.2000736,6.3905254,340990.03000000096
2023-09-08,6.3899144,6.3965338,6.1503983,6.2803004,243379.96000000046
2023-09-09,6.2778452,6.2919653,6.1559866,6.164081,220845.77999999988
2023-09-10,6.1615791,6.161817,5.9519766,6.015424,240774.4599999994
2023-09-11,6.0156218,6.03329,5.7405592,5.8312402,223766.63000000003
2023-09-12,5.8249868,6.0614179,5.8103915,5.954926,136928.94999999995
2023-09-13,5.9619301,6.0909549,5.9277108,6.0252906,332845.1799999999
2023-09-14,6.019684,6.2149705,6.012324,6.1562337,276749.4500000002
2023-09-15,6.1587456,6.3775197,6.1088789,6.3706997,372711.7800000005
2023-09-16,6.3720356,6.420746,6.1920927,6.2814553,186696.47000000026
2023-09-17,6.2814009,6.2814009,6.0594637,6.1488986,202192.3000000001
2023-09-18,6.145594,6.8428013,6.1159622,6.572278,1094266.7500000005
2023-09-19,6.5667448,6.9688505,6.5237203,6.8526785,719569.3199999998
2023-09-20,6.8527792,7.0534983,6.7436008,6.910714,581382.0800000003
2023-09-21,6.9100441,6.9434977,6.6143825,6.6616731,395278.410000001
2023-09-22,6.6618436,6.9721787,6.5977242,6.9578964,404095.9100000004
2023-09-23,6.9607017,7.2278198,6.9221128,7.1973987,633529.8900000007
2023-09-24,7.1920621,7.2506339,6.9541221,6.9752908,284384.61000000016
2023-09-25,6.9694237,7.5079631,6.928111,7.4937874,556547.2399999999
2023-09-26,7.4890819,7.5737804,7.2521121,7.3600494,399119.20000000024
2023-09-27,7.3560721,7.8783184,7.2683196,7.6412667,766209.4499999991
2023-09-28,7.6409132,8.0619512,7.5716029,7.8121006,579239.1599999996
2023-09-29,7.8081874,8.0790871,7.6798737,7.9485251,398953.5099999999
2023-09-30,7.947152,8.2816242,7.9433677,8.1880859,549020.8699999995
