date,open,high,low,close,volume
2024-07-01,14.2651386,14.564096,14.2216567,14.3245743,149345.51
2024-07-02,14.3319496,14.7370699,14.2364587,14.401045,168130.89000000048
2024-07-03,14.4123168,14.5772226,13.5510088,13.5892988,278533.83
2024-07-04,13.5976625,13.7282972,12.5161459,12.5410319,228342.48000000027
2024-07-05,12.5659484,12.5659484,11.111637,12.3200863,532524.2499999998
2024-07-06,12.3177144,13.2825857,12.2022724,13.1968322,123312.5499999998
2024-07-07,13.1871955,13.262917,12.296386,12.3576107,134778.98000000004
2024-07-08,12.3739545,13.542023,11.7942144,13.136567,300205.2899999999
2024-07-09,13.1319324,13.3390566,12.740014,12.8513048,188728.52000000043
2024-07-10,12.8358875,13.1678759,12.7069973,12.8027561,110843.53999999992
2024-07-11,12.7909758,13.1560471,12.3090416,12.3528655,142763.05999999997
2024-07-12,12.3637511,12.8289185,12.2383491,12.7527833,103690.24000000005
2024-07-13,12.7483994,13.1463057,12.7151809,13.0321206,117072.47999999995
2024-07-14,13.0330586,13.5242116,12.9039922,13.459133,145511.33000000002
2024-07-15,13.4505367,14.5280101,13.4190366,14.4099832,192806.50000000006
2024-07-16,14.4164951,14.6374083,13.8351045,14.2203887,183742.82999999973
2024-07-17,14.2146732,14.5282271,13.7292996,13.7484429,160423.1199999998
2024-07-18,13.754206,14.006912,13.4144724,13.5976391,75144.51000000014
2024-07-19,13.6004399,14.1601041,13.3525864,14.0928755,104340.23000000005
2024-07-20,14.0975789,14.3401664,13.8740721,14.2625221,107505.65999999995
2024-07-21,14.2585392,15.0260056,13.9707212,14.8303136,175469.69999999995
2024-07-22,14.8338346,14.8842535,13.8015292,13.9533273,146766.58000000013
2024-07-23,13.9472849,14.1679632,13.5077596,13.9199359,200103.80999999976
2024-07-24,13.9180094,13.9626374,13.241392,13.413099,92343.69000000009
2024-07-25,13.4287087,13.444243,12.4908319,12.9380396,97804.97000000006
2024-07-26,12.9400418,13.6640856,12.9205589,13.5434714,67845.00000000001
2024-07-27,13.5393292,13.8840986,13.310573,13.5653814,114657.88000000003
2024-07-28,13.5404029,13.6729484,13.1993236,13.3173944,97053.06999999995
2024-07-29,13.3188217,13.9149364,13.296263,13.5490558,138001.5000000001
2024-07-30,13.541936,13.7832655,12.9776007,13.1505373,148689.2899999999
2024-07-31,13.1406669,13.4234376,12.7782605,12.8386817,101130.00999999983
