date,open,high,low,close,volume
2023-03-01,7.1946861,7.5452152,7.1542172,7.5418969,445370.43000000034
2023-03-02,7.5383049,7.5884549,7.1667573,7.274863,334570.0199999995
2023-03-03,7.2737404,7.2737404,6.6667265,6.9461116,653585.9599999995
2023-03-04,6.9566304,7.021387,6.7082535,6.8576621,387015.1599999998
2023-03-05,6.8591843,7.0178614,6.8104361,6.9462551,253352.79000000033
2023-03-06,6.9479032,6.9789711,6.8219987,6.8573909,289944.69999999995
2023-03-07,6.8611534,6.9749752,6.6707915,6.8825673,346874.9999999997
2023-03-08,6.882434,6.947986,6.4961407,6.5777156,544175.1399999997
2023-03-09,6.5800828,6.686794,6.02394,6.1529026,550692.9800000007
2023-03-10,6.1551248,6.278873,5.8961097,6.2366745,712274.4099999995
2023-03-11,6.2340942,6.4488651,6.0055263,6.2407552,858592.4399999985
2023-03-12,6.2355461,6.6713078,6.1682817,6.6240667,595557.7900000004
2023-03-13,6.6437658,6.9329297,6.4137164,6.7908618,1025579.6600000007
2023-03-14,6.7938105,7.2284306,6.6472999,6.9868431,1174378.9700000007
2023-03-15,6.9864745,7.1430101,6.3758593,6.5693455,645792.3500000007
2023-03-16,6.5663399,6.6994267,6.4671333,6.6687971,369707.04000000015
2023-03-17,6.6720466,7.2711189,6.6181021,7.2232895,750415.6899999987
2023-03-18,7.2186083,7.3104874,6.8448077,6.9409634,570513.8999999987
2023-03-19,6.940596,7.3081421,6.935199,7.099946,421792.7399999992
2023-03-20,7.1065365,7.457059,6.9372297,7.0712972,1269861.1399999997
2023-03-21,7.071371,7.4855746,6.8666943,7.394397,877000.0600000006
2023-03-22,7.397258,7.7418934,7.0350272,7.1905266,1644817.4799999988
2023-03-23,7.1892001,7.6637432,7.1049551,7.6240491,685207.2199999989
2023-03-24,7.6262388,7.6696011,7.1224862,7.2004979,488648.14000000013
2023-03-25,7.1998746,7.2650252,6.981057,7.082171,374654.47000000003
2023-03-26,7.086806,7.2951289,7.0592204,7.2690596,255931.51999999973
2023-03-27,7.2622087,7.2782144,6.7502373,6.876943,412265.24
2023-03-28,6.8718531,7.0411482,6.7573831,6.9493082,466232.30000000034
2023-03-29,6.9560405,7.4980261,6.9302673,7.38499,506971.56000000006
2023-03-30,7.3851984,7.5610299,7.1427243,7.229972,484598.1399999998
2023-03-31,7.2239054,7.6876629,7.2239054,7.5888114,734100.7500000014
