date,open,high,low,close,volume
2022-01-01,19.541508,20.8835315,19.2368675,20.7695579,423506.5672245995
2022-01-02,20.7294041,22.5906159,20.2359082,21.8729772,849377.5513554392
2022-01-03,21.850371,24.3308983,20.7672387,23.7157106,1637037.501897619
2022-01-04,23.7034562,25.0632106,22.5366572,23.4282465,1623537.84548665
2022-01-05,23.4636644,28.0904408,21.7266696,25.2330584,4005424.346824434
2022-01-06,25.2415448,26.1240155,23.0063884,25.4125232,3012777.44941119
2022-01-07,25.354696,28.0490008,22.4295787,25.9689606,2969018.4496248374
2022-01-08,26.0160306,27.5303005,23.5025325,25.3331899,2174107.998755688
2022-01-09,25.3125567,29.1325949,24.9884582,27.5475977,2645328.71177914
2022-01-10,27.559343,28.7498729,25.1229268,27.989147,2255965.3574914066
2022-01-11,27.9883526,29.4084786,25.3404405,26.6024379,1686121.6414184205
2022-01-12,26.63957,27.889912,25.4368821,26.7792098,1374133.4546395
2022-01-13,26.7787191,27.097141,24.33082,24.8685995,886328.78632533
2022-01-14,24.8572303,25.5148261,24.4420106,24.5090734,230955.13736302
2022-01-15,25.7418764,26.2301989,25.1343096,25.1986425,623543.7600000001
2022-01-16,25.1695415,26.3631001,24.7006134,25.5105391,461321.0000000002
2022-01-17,25.5339309,25.6261274,23.2954753,23.8176859,603584.1400000013
2022-01-18,23.8329198,24.3519215,22.0675354,22.9766955,668654.3500000011
2022-01-19,22.992376,23.1603163,21.2450852,21.5542263,941922.7200000015
2022-01-20,21.576768,22.9314235,20.0371102,20.2057576,744375.9200000002
2022-01-21,20.1820565,20.5187879,17.1398912,17.4352842,1595772.8700000006
2022-01-22,17.4392219,17.8091787,14.2947429,15.8616792,2354485.5100000007
2022-01-23,15.8786474,16.8795368,15.1627295,16.6586317,1343721.3299999994
2022-01-24,16.6453512,16.65259,13.5299685,15.5941699,1963149.4299999983
2022-01-25,15.5698546,16.0330199,14.6310133,15.5028544,1057254.1099999999
2022-01-26,15.5180684,16.6977827,14.7060887,15.2406678,1390815.4200000002
2022-01-27,15.2433575,15.7221492,14.2998086,15.2399421,1323381.0400000024
2022-01-28,15.2365361,16.2905544,14.7572754,16.1615355,927061.6700000019
2022-01-29,16.157697,16.7269416,15.9832035,16.2366483,724068.0199999998
2022-01-30,16.2367079,18.1265548,16.0422584,17.793099,1505026.14
2022-01-31,17.7750866,17.883251,16.4917825,17.170331,1340614.4699999983
