date,open,high,low,close,volume
2024-04-01,19.1615425,19.304574,17.8560853,18.3764522,146059.79000000007
2024-04-02,18.3695617,18.4917503,17.4488684,17.9398094,305322.83000000013
2024-04-03,17.9700938,18.3420035,17.3668069,17.6824778,189833.97999999984
2024-04-04,17.6859967,18.2670183,17.4020965,17.802317,223724.8199999998
2024-04-05,17.7727669,17.7727669,16.8828106,17.3281876,117394.94999999991
2024-04-06,17.3327465,17.6778361,17.2794255,17.5711244,106162.20000000004
2024-04-07,17.576033,17.9662412,17.5043951,17.9137766,89397.90000000004
2024-04-08,17.9127098,18.6898305,17.5535,18.0962968,217687.15000000052
2024-04-09,18.100901,18.1867084,17.2433028,17.3736065,174661.6099999998
2024-04-10,17.3475387,17.5768054,16.8460476,17.4147035,132288.15999999986
2024-04-11,17.4065988,17.6245628,17.0203509,17.5606651,143558.5000000001
2024-04-12,17.5586169,17.8785655,13.4938301,15.1671971,795568.3699999998
2024-04-13,15.1538057,15.3889126,11.9614369,13.3122091,971353.4799999986
2024-04-14,13.3065208,14.2795862,12.7817403,14.1241224,545576.8599999995
2024-04-15,14.0882855,14.6825547,13.2414285,13.5902724,330779.4
2024-04-16,13.5726652,13.8258086,12.8197611,13.4761786,270082.44
2024-04-17,13.4715756,13.6130858,12.7540222,13.1436183,237831.84000000023
2024-04-18,13.1141228,13.9827155,12.838109,13.8974627,215522.76000000004
2024-04-19,13.8868947,14.1118296,12.784731,13.9484108,330053.68999999954
2024-04-20,13.9472206,15.0538229,13.7564764,14.9693595,224778.42000000036
2024-04-21,14.9572227,15.1740746,14.5485461,15.1047996,132466.64000000004
2024-04-22,15.1043811,16.0437588,15.0302794,15.4513206,342450.83
2024-04-23,15.4486444,15.5888081,15.0974778,15.1788528,190139.54000000004
2024-04-24,15.1877666,15.6428039,14.3642187,14.5418936,399336.1800000003
2024-04-25,14.5221995,14.9075309,14.3469666,14.6035494,243151.06999999992
2024-04-26,14.5948334,14.9404891,14.3595678,14.4904298,237183.2800000001
2024-04-27,14.491459,14.5253633,13.8763019,14.26637,184287.91999999993
2024-04-28,14.2776303,14.4452798,13.7389554,13.8138198,100605.91000000003
2024-04-29,13.7930514,14.1846939,13.7128345,14.0757887,223052.07000000004
2024-04-30,14.069785,14.2117236,12.7917692,13.1283366,295863.4799999993
