date,open,high,low,close,volume
2025-03-01,14.8051484,15.1345093,14.2267229,14.7597493,136912.17999999993
2025-03-02,14.7516147,17.5223553,14.4200311,17.4213417,318851.6600000006
2025-03-03,17.466849,17.4857321,14.3678517,14.4531452,244536.27999999988
2025-03-04,14.4490387,15.3582369,13.0920927,14.8676992,243089.54000000018
2025-03-05,14.8706025,16.6004722,14.6354063,16.447226,298011.83
2025-03-06,16.4308263,17.6660384,16.4011918,17.0671497,415006.72000000026
2025-03-07,17.0604627,17.5148533,15.7454019,15.9420009,392310.1
2025-03-08,15.9406134,16.0331088,15.1458243,15.2687634,179346.8100000002
2025-03-09,15.2688785,15.3692368,13.6126497,13.7820237,225137.40999999997
2025-03-10,13.8305159,14.5359637,12.4478744,12.6498582,259062.54000000004
2025-03-11,12.6893164,13.6500968,11.8840829,13.132826,395181.9999999994
2025-03-12,13.1503157,13.7989163,12.654698,13.4927963,237750.3799999999
2025-03-13,13.4962089,13.5273946,12.7266365,13.0389457,183136.5999999998
2025-03-14,13.0334642,14.6976527,12.9962913,13.6649073,464582.51000000053
2025-03-15,13.6731803,14.2512699,13.6573726,14.0174115,117965.03000000028
2025-03-16,14.0198881,14.1826627,13.2212781,13.3819643,103497.63000000008
2025-03-17,13.3663676,14.2458635,13.3616106,14.0449237,96400.87000000008
2025-03-18,14.0383173,14.2737872,13.4763078,13.9290196,116498.46999999994
2025-03-19,13.934482,15.0502448,13.7806873,15.0360563,178093.25999999966
2025-03-20,15.0498063,15.1600986,14.0898516,14.2227842,77735.81999999996
2025-03-21,14.2068343,14.3836403,13.8251,13.9552847,77078.57999999993
2025-03-22,13.9478567,14.5013649,13.9478567,14.2458618,44291.319999999956
2025-03-23,14.2526385,14.4912136,14.2205716,14.4784715,66094.83000000002
2025-03-24,14.4680342,15.4036201,14.1690674,15.1351006,105794.39999999995
2025-03-25,15.1265282,15.6091461,14.8723743,15.4493212,89910.65999999977
2025-03-26,15.4389068,16.0072326,14.957986,15.252214,92934.13999999998
2025-03-27,15.2596421,15.7931306,15.1866205,15.5201472,81014.16999999988
2025-03-28,15.5212698,15.586172,14.018768,14.2512641,115098.78999999994
2025-03-29,14.2572865,14.4087083,13.3845117,13.5505816,88905.32000000008
2025-03-30,13.5432143,13.8640796,13.206896,13.4154282,64583.0700000001
2025-03-31,13.4254843,13.7068754,12.9673893,13.516231,88381.61999999986
